OBJECTID,DAUID,CSDUID,CSDNAME,TOT_MOBILITY_STATUS_1YR_AGO,MS1_NON_MOVERS,MS1_MOVERS,MS1_NONMIGRANTS,MS1_MIGRANTS,MS1_INTERNAL_MIGRANTS,MS1_INTERNAL_INTRAPROV_MIGRANT,MS1_INTERNAL_INTERPROV_MIGRANT,MS1_EXTERNAL_MIGRANT,TOT_MOBILITY_STATUS_5YR_AGO,MS5_NON_MOVERS,MS5_MOVERS,MS5_NONMIGRANTS,MS5_MIGRANTS,MS5_INTERNAL_MIGRANTS,MS5_INTERNAL_INTRAPROV_MIGRANT,MS5_INTERNAL_INTERPROV_MIGRANT,MS5_EXTERNAL_MIGRANT,Shape__Area,Shape__Length
296,35190558,3519038,Richmond Hill,920,900,25,20,0,0,0,0,0,885,740,145,55,95,35,35,0,60,298239.690185547,2987.94262447391
297,35190160,3519046,Aurora,515,490,30,0,30,25,20,10,10,515,440,70,30,45,35,30,0,10,128137.416015625,1817.77077533389
298,35190161,3519046,Aurora,580,540,40,20,20,25,20,0,0,545,415,125,55,75,70,70,0,0,276023.631347656,2522.85744800202
299,35191023,3519036,Markham,1070,930,140,90,55,30,30,0,25,1015,645,370,215,155,55,35,20,100,146939.566650391,2119.40956037624
300,35191086,3519036,Markham,465,450,20,10,0,0,0,0,10,445,375,65,50,15,0,0,0,10,117011.670166016,1505.68906034989
301,35190889,3519048,Newmarket,500,455,50,20,30,30,30,0,0,460,360,105,15,85,85,85,0,10,81545.5622558594,1166.58605916375
302,35190888,3519048,Newmarket,390,350,40,25,10,10,10,0,0,380,260,125,80,45,45,45,0,0,81453.2971191406,1207.71244208663
303,35190890,3519048,Newmarket,520,490,35,10,20,20,15,0,0,505,350,160,40,115,115,115,0,10,158633.828613281,1937.12556572914
304,35190717,3519036,Markham,420,390,30,15,15,15,15,0,0,395,265,130,55,75,55,55,0,15,87421.6853027344,1566.03551910868
305,35190734,3519036,Markham,790,720,75,50,20,0,10,0,15,775,615,150,45,110,70,65,0,40,179575.524902344,1941.03429431477
306,35190733,3519036,Markham,510,460,55,0,55,45,45,0,10,490,370,120,50,70,40,40,0,30,175687.160400391,2279.47343702007
307,35191078,3519036,Markham,465,460,0,0,10,0,0,0,0,460,375,80,40,40,30,30,0,15,113583.971923828,1346.89851481698
308,35191307,3519046,Aurora,5940,5280,660,250,410,345,345,0,65,5650,3530,2120,810,1310,1020,1010,15,290,2917776.4362793,6915.91435480857
309,35191000,3519046,Aurora,445,370,75,15,60,50,55,0,0,420,255,165,65,105,90,85,0,15,160910.050292969,1932.81390367961
310,35190162,3519046,Aurora,1425,1120,300,110,195,180,170,10,10,1335,465,870,330,540,490,470,20,50,372760.156494141,2850.6472282782
311,35191125,3519028,Vaughan,1120,1070,45,25,25,15,10,0,15,1070,875,195,60,140,100,100,0,40,174863.845214844,1918.44062210752
312,35191103,3519038,Richmond Hill,580,505,70,40,40,10,10,0,25,570,410,160,45,110,45,50,0,60,221970.1796875,4062.0719789696
313,35191142,3519038,Richmond Hill,330,315,20,15,10,10,10,0,0,320,235,80,30,50,15,0,10,40,134410.406005859,1605.24344748295
314,35190559,3519038,Richmond Hill,585,520,60,50,15,0,0,10,10,580,390,185,95,90,0,0,0,90,214849.531982422,2594.49847842484
315,35190537,3519038,Richmond Hill,765,740,30,0,25,10,0,0,20,755,535,220,75,140,60,60,0,85,264482.083496094,2391.90510945913
316,35190538,3519038,Richmond Hill,315,310,10,0,10,0,0,0,10,320,250,65,10,60,10,10,0,50,125979.818359375,2306.81130832619
317,35190539,3519038,Richmond Hill,210,205,10,10,0,0,0,0,0,215,195,15,20,0,0,0,0,0,78068.7534179688,1407.03322333811
318,35190564,3519036,Markham,660,640,20,10,10,0,0,0,10,650,560,90,40,55,35,40,0,15,229977.137207031,2725.45054773912
319,35191109,3519036,Markham,675,670,10,0,10,0,0,0,10,660,530,125,65,60,0,0,0,65,250357.596435547,2428.2114542951
320,35191119,3519028,Vaughan,1305,1145,160,45,110,105,100,10,10,1195,835,355,155,195,150,145,10,45,323329.51171875,2376.93471475985
321,35191127,3519028,Vaughan,530,500,30,30,0,0,0,0,0,510,410,100,60,40,40,40,0,10,75154.0185546875,1246.83578186081
322,35191128,3519028,Vaughan,580,535,40,10,35,30,25,15,0,535,360,180,90,85,80,80,0,10,90488.8356933594,1376.05421561771
323,35191215,3519036,Markham,480,470,10,0,10,0,0,0,0,470,415,50,35,20,0,0,0,20,71658.908203125,1348.91784339722
324,35191216,3519036,Markham,565,500,65,25,45,15,15,0,30,515,285,225,145,80,65,40,20,20,105268.607910156,2135.31669136587
325,35191115,3519028,Vaughan,960,945,20,10,10,10,0,0,0,900,645,260,105,150,130,120,0,15,138395.930908203,1802.79518041671
326,35190071,3519054,East Gwillimbury,2505,1740,770,290,480,480,450,30,0,2285,1110,1175,390,785,770,765,10,15,14009618.9001465,20648.8331775445
327,35190074,3519054,East Gwillimbury,595,535,60,10,55,55,55,0,0,570,345,220,70,155,150,145,0,0,291737.346679688,2446.31204844803
328,35190072,3519054,East Gwillimbury,1040,955,80,15,65,70,65,0,0,1000,740,260,10,245,250,250,0,0,506716.958007813,2889.99638177859
329,35191116,3519028,Vaughan,2675,2515,160,130,25,30,25,0,0,2525,1890,640,365,275,195,180,10,80,514127.349121094,4171.41954381819
330,35191117,3519028,Vaughan,410,405,10,0,0,10,0,0,0,395,280,120,90,30,30,25,0,0,49749.0034179688,1045.34992389197
331,35191217,3519036,Markham,530,520,10,0,0,0,0,0,10,490,370,120,100,20,0,10,0,10,67708.6027832031,1071.45634952012
332,35191218,3519036,Markham,760,595,165,85,80,65,65,0,20,715,485,225,115,110,70,60,15,40,186773.875,2085.1030151193
333,35190313,3519036,Markham,325,320,0,0,10,0,0,0,10,315,220,100,35,65,60,60,0,10,84052.2197265625,1298.46879314193
334,35190312,3519036,Markham,990,830,160,95,65,55,40,15,10,970,665,305,120,185,95,85,10,90,167451.044677734,1616.50458867359
335,35191069,3519046,Aurora,340,300,40,20,20,15,20,0,0,310,195,115,45,70,60,50,10,10,62847.1008300781,1561.17806599469
336,35190027,3519070,Georgina,505,480,25,0,30,25,30,0,0,475,350,125,65,65,60,50,10,0,182170.153808594,1730.94967067372
337,35191084,3519036,Markham,575,550,25,15,10,0,0,0,10,555,480,80,40,40,30,30,0,15,122067.384277344,1394.52792643629
338,35191085,3519036,Markham,275,250,25,25,0,0,0,0,0,265,205,60,25,35,30,30,0,0,35494.9721679688,1011.06009395964
339,35190720,3519036,Markham,665,650,10,0,10,0,10,0,0,655,440,210,145,65,45,40,0,25,159517.475585938,2491.27288740178
340,35190721,3519036,Markham,370,360,15,0,10,10,10,0,0,350,290,60,45,15,10,10,10,0,90396.2229003906,1632.28351896116
341,35190715,3519036,Markham,335,335,0,0,0,0,0,0,0,335,310,25,10,15,0,0,0,10,68827.5317382813,1256.05841990703
342,35190001,3519076,Chippewas of Georgina Island First Nation,255,245,10,10,0,0,10,0,0,245,185,55,25,40,40,35,0,0,14182407.807373,18664.4378296279
343,35190079,3519054,East Gwillimbury,965,935,35,0,35,35,30,10,0,925,675,255,10,245,215,210,10,30,6243706.01171875,13802.8757130498
344,35190891,3519048,Newmarket,655,540,115,25,85,75,75,0,10,630,420,210,85,130,110,110,0,20,260076.413330078,2512.34274737092
345,35190504,3519038,Richmond Hill,620,580,45,30,20,15,20,0,0,605,370,240,85,155,75,65,10,80,153923.888427734,2093.72546118804
346,35190503,3519038,Richmond Hill,425,315,115,100,20,0,0,0,20,425,190,240,125,120,20,25,0,95,100411.258544922,1697.10230724942
347,35191062,3519038,Richmond Hill,840,790,50,20,25,10,10,0,20,805,600,205,85,115,60,60,0,60,237254.919189453,2286.95820660978
348,35190544,3519038,Richmond Hill,550,485,60,25,35,25,20,0,15,545,420,125,35,95,55,55,0,40,269489.267333984,2917.97100974362
349,35190378,3519036,Markham,470,435,35,10,30,10,10,0,25,465,260,205,85,120,40,40,0,80,160499.944580078,2039.30079254159
350,35190377,3519036,Markham,610,530,80,35,50,50,40,10,0,595,400,195,100,95,65,60,10,30,345153.334960938,4420.6234163221
351,35190616,3519036,Markham,680,650,35,15,20,15,10,10,0,660,555,110,60,45,30,30,0,15,166359.929443359,2925.81281297819
352,35190617,3519036,Markham,565,510,55,45,10,10,0,0,0,530,355,170,90,80,35,40,0,40,102282.818603516,1326.96091630064
353,35191339,3519038,Richmond Hill,5400,4710,695,400,295,245,215,30,55,5135,2900,2240,1070,1165,740,660,80,430,1850856.29980469,6265.42007622883
354,35190311,3519036,Markham,960,815,145,100,45,15,15,0,25,930,495,440,195,235,85,90,0,150,104988.082519531,1759.11518563194
355,35190392,3519036,Markham,600,585,15,10,10,0,0,0,10,565,360,205,85,125,95,100,0,30,345166.083007813,4195.79091266157
356,35190502,3519038,Richmond Hill,320,310,15,10,0,0,0,0,10,310,190,120,70,50,35,20,10,15,102569.148193359,1857.27337121117
357,35190381,3519036,Markham,260,255,10,0,10,0,0,0,10,255,210,40,20,20,15,10,0,10,202710.052001953,2562.74294553687
358,35190114,3519048,Newmarket,1455,1295,160,105,50,40,40,0,10,1395,820,570,250,325,245,245,0,80,531614.150146484,5091.71971784881
359,35190115,3519048,Newmarket,1065,995,70,35,30,30,30,0,0,1010,675,335,110,225,185,165,20,35,169018.686279297,1835.41808972914
360,35190900,3519048,Newmarket,410,330,85,35,50,50,50,0,0,410,210,205,75,125,110,105,10,20,175449.125244141,2315.35061224132
361,35191230,3519038,Richmond Hill,410,365,45,10,30,15,10,15,15,370,285,90,15,65,50,40,15,15,46202.8366699219,856.007813246922
362,35190925,3519048,Newmarket,260,215,45,25,15,15,15,0,0,255,175,80,40,40,35,35,0,0,116368.063720703,1527.02245268836
363,35190670,3519036,Markham,485,435,55,40,10,10,10,0,10,440,275,170,115,55,40,40,0,15,52472.4006347656,965.205062861682
364,35190686,3519036,Markham,840,810,30,20,10,0,0,0,10,825,625,205,75,130,35,35,0,95,95104.1369628906,2697.97133709216
365,35190089,3519054,East Gwillimbury,310,285,20,0,20,20,20,0,0,300,215,85,10,80,75,75,0,0,112581.951416016,1340.76617238842
366,35190554,3519038,Richmond Hill,795,730,65,10,55,20,25,0,25,790,600,190,75,115,25,20,0,95,333722.484619141,2996.57977818814
367,35190492,3519038,Richmond Hill,795,600,195,70,120,60,60,0,65,770,305,470,140,320,125,120,0,200,65837.5573730469,1048.62819928486
368,35190493,3519038,Richmond Hill,910,775,140,105,35,25,10,10,10,875,295,580,315,260,120,110,10,145,127586.248046875,1624.88233108876
369,35190491,3519038,Richmond Hill,315,230,80,35,40,25,30,0,10,310,190,120,50,70,35,30,0,40,123009.884765625,2039.10447301527
370,35190489,3519038,Richmond Hill,405,330,75,20,50,25,25,0,30,385,175,205,110,100,50,50,0,50,101978.609375,1617.06552008382
371,35190490,3519038,Richmond Hill,465,425,45,0,40,40,20,15,0,460,305,155,55,100,50,30,15,55,150393.340087891,1719.47801610703
372,35190488,3519038,Richmond Hill,480,460,20,15,0,10,0,0,0,470,375,90,50,45,45,40,0,0,176111.408447266,2350.33664120582
373,35190487,3519038,Richmond Hill,505,465,40,15,30,30,30,0,0,475,345,135,70,60,50,55,0,15,112350.801757813,1797.2813719294
374,35190483,3519038,Richmond Hill,365,280,85,30,50,35,25,10,20,350,210,135,45,90,45,45,0,50,71586.3227539063,1295.06168170399
375,35190481,3519038,Richmond Hill,260,195,60,15,40,40,35,10,0,255,115,145,80,55,45,45,0,10,95882.1293945313,1543.55517064974
376,35190482,3519038,Richmond Hill,320,270,55,35,20,15,15,0,10,315,170,145,40,105,25,25,0,75,105985.9453125,1687.15475600156
377,35190480,3519038,Richmond Hill,240,220,15,0,15,10,10,0,10,225,170,55,10,50,35,30,0,20,132157.546875,1625.98014007505
378,35190073,3519054,East Gwillimbury,475,450,25,0,25,30,25,0,0,460,390,70,35,35,35,35,0,0,290515.495605469,2316.01996383124
379,35191068,3519046,Aurora,1015,970,40,10,35,30,30,0,10,980,865,120,35,85,50,50,0,30,182488.653564453,2739.28455125283
380,35191228,3519038,Richmond Hill,595,505,85,70,15,10,10,0,0,540,355,185,80,105,65,60,0,40,183251.927001953,2223.02790270323
381,35191229,3519038,Richmond Hill,425,365,65,45,20,15,0,15,10,410,270,140,55,85,0,0,0,80,41492.1743164063,1382.15592378311
382,35190026,3519070,Georgina,1195,1085,115,70,50,45,50,0,0,1145,875,265,165,105,105,95,10,0,406360.436523438,2683.19085537949
383,35190033,3519070,Georgina,320,260,65,40,20,20,20,0,0,305,180,125,35,90,90,80,10,0,139014.196533203,1645.08970204598
384,35190047,3519070,Georgina,430,375,50,25,30,30,25,10,0,405,270,135,65,70,60,60,0,10,155837.828369141,1689.56547789825
385,35190729,3519036,Markham,410,405,10,0,0,0,0,0,0,405,275,130,80,45,35,35,0,10,194890.108154297,2420.15107652128
386,35190830,3519038,Richmond Hill,420,395,20,10,10,10,0,15,0,405,255,145,105,40,40,35,10,0,179411.141601563,2273.37550399085
387,35190151,3519046,Aurora,385,370,15,0,15,10,10,0,0,375,330,45,30,15,10,15,0,0,146135.030029297,1767.63969152469
388,35190148,3519046,Aurora,300,275,25,25,0,0,10,0,0,290,235,55,20,30,25,25,0,0,76678.8449707031,1255.03610151985
389,35191139,3519038,Richmond Hill,535,495,40,40,0,0,0,0,0,520,355,165,80,85,75,70,0,10,95146.3889160156,1406.24990006817
390,35191033,3519038,Richmond Hill,1020,970,50,20,25,20,15,0,10,975,690,290,160,130,95,90,10,30,367682.809082031,2974.68983544084
391,35190846,3519038,Richmond Hill,1810,1655,155,65,90,45,45,0,45,1750,1065,690,465,220,110,110,0,115,567709.134765625,4887.3438732983
392,35191239,3519028,Vaughan,750,735,15,10,0,0,0,0,0,690,535,150,30,120,95,95,0,25,95957.1125488281,1640.05836398026
393,35190486,3519038,Richmond Hill,1455,1285,160,80,85,85,80,10,0,1355,765,595,340,250,170,165,0,85,89571.6118164063,1288.50658750203
394,35190680,3519036,Markham,570,530,45,30,15,0,0,0,10,555,485,70,35,35,20,15,0,15,69315.2133789063,1962.18017352262
395,35190681,3519036,Markham,495,435,60,10,50,30,35,0,25,465,320,150,50,105,65,65,0,35,40000.9655761719,970.074135873807
396,35190664,3519036,Markham,335,295,40,25,15,10,10,0,10,300,180,120,40,80,15,15,0,60,27240.5095214844,814.45255911396
397,35190665,3519036,Markham,425,375,50,35,10,0,0,0,0,410,285,125,95,35,10,0,10,20,70952.1960449219,1478.64799417862
398,35190012,3519070,Georgina,495,470,20,20,0,10,10,0,0,480,355,125,40,80,80,80,0,0,1324929.4440918,6365.62721261027
399,35190013,3519070,Georgina,735,640,100,45,55,55,55,0,0,695,410,285,120,160,155,155,0,0,1048016.92382813,4936.81989947912
400,35190069,3519054,East Gwillimbury,450,390,60,20,40,40,30,10,0,450,340,105,40,65,60,60,0,10,20922551.7084961,20568.6180633234
401,35190106,3519048,Newmarket,585,450,140,70,70,70,65,0,0,540,185,355,195,155,140,140,0,15,76517.1950683594,1292.91241318428
402,35190905,3519048,Newmarket,540,490,50,15,35,30,35,0,0,515,350,170,65,100,100,100,0,0,238809.504638672,2622.67661075565
403,35190165,3519046,Aurora,320,315,10,10,0,0,0,0,0,325,260,65,50,20,20,20,0,0,93062.1064453125,1709.09125100837
404,35190159,3519046,Aurora,405,365,40,0,40,40,35,0,0,400,265,140,35,100,90,70,20,10,203146.863037109,2083.41000396247
405,35191012,3519054,East Gwillimbury,300,290,10,0,10,10,0,0,0,290,245,50,10,45,45,40,10,0,138269.313720703,1764.24959580679
406,35190988,3519044,Whitchurch-Stouffville,390,365,25,0,25,20,20,0,0,370,305,65,0,65,55,60,0,0,1545542.76025391,6749.62128600371
407,35191286,3519044,Whitchurch-Stouffville,425,375,45,15,35,35,35,0,0,425,310,110,40,65,65,45,20,0,258730.372802734,2341.26287814797
408,35191093,3519044,Whitchurch-Stouffville,510,480,25,30,0,0,0,0,0,490,385,105,25,80,80,80,0,0,201364.744873047,2582.51216090879
409,35190872,3519046,Aurora,1555,1380,175,85,90,70,70,0,20,1510,800,710,230,485,405,405,0,80,14652916.845459,17349.2593204978
410,35191211,3519036,Markham,7995,7075,920,520,400,285,255,25,115,7355,3070,4285,2490,1795,1335,1260,80,460,4987984.16040039,12582.8146573051
411,35190146,3519046,Aurora,340,320,20,0,20,20,20,0,0,340,170,165,30,140,135,130,0,10,43100.5207519531,1017.95863506831
412,35190086,3519054,East Gwillimbury,185,170,20,0,15,20,15,0,0,170,110,55,40,20,20,20,0,0,72631.3952636719,1135.12271359682
413,35190083,3519054,East Gwillimbury,390,385,10,10,0,0,0,0,0,385,300,80,0,80,80,80,0,0,7431677.92724609,11474.2408508789
414,35190413,3519036,Markham,540,525,20,0,20,15,15,0,0,535,480,50,30,25,25,20,0,0,179826.162353516,2176.66975935025
415,35190416,3519036,Markham,310,285,30,0,20,15,20,0,10,300,195,105,10,95,85,85,0,10,28672.8032226563,891.515295157763
416,35190042,3519070,Georgina,485,385,100,50,50,50,45,0,0,465,230,235,100,135,135,125,15,0,4875183.97436523,9365.07046926292
417,35190410,3519036,Markham,1005,875,130,60,65,45,45,0,20,970,670,305,150,155,60,60,0,95,189585.746337891,2867.27269901727
418,35190389,3519036,Markham,580,555,25,10,15,0,0,0,10,580,505,75,45,30,15,15,0,15,869058.984863281,4711.94235513374
419,35191046,3519036,Markham,,,,,,,,,,,,,,,,,,,9828.80932617188,608.164575922895
420,35191019,3519036,Markham,1765,1450,315,115,200,165,145,20,35,1735,990,750,250,500,370,365,10,125,392040.190917969,3947.96405129653
421,35191118,3519028,Vaughan,1615,1535,75,45,25,25,30,0,0,1545,1250,295,190,105,80,75,0,25,286365.997314453,2282.94352165561
422,35191120,3519028,Vaughan,510,505,0,10,0,0,0,0,0,495,430,65,25,45,45,45,0,0,136099.380371094,1494.20806210783
423,35190316,3519036,Markham,410,380,30,10,30,30,25,0,0,415,320,95,40,50,45,45,0,10,295027.713867188,3326.0462570602
424,35190166,3519046,Aurora,545,500,45,15,35,25,25,0,10,525,410,115,55,65,50,45,0,15,253783.251464844,3058.67117390036
425,35190149,3519046,Aurora,480,460,15,0,20,15,15,0,0,470,410,60,20,35,35,40,0,0,116184.176269531,2042.63835180063
426,35190150,3519046,Aurora,320,300,25,15,10,10,10,0,0,295,235,65,15,45,45,45,0,0,93527.1545410156,1309.90906682958
427,35190127,3519046,Aurora,665,645,25,0,25,15,15,0,10,655,565,90,25,60,45,45,0,15,202528.921630859,2214.95550727885
428,35190128,3519046,Aurora,570,525,45,35,10,0,10,0,10,550,400,150,60,90,70,65,10,20,184731.639404297,1751.04624899494
429,35191136,3519038,Richmond Hill,4360,3985,375,175,195,135,120,20,65,4195,2390,1805,825,980,570,550,20,410,1113768.68701172,6753.70781205356
430,35191137,3519038,Richmond Hill,495,450,40,25,15,10,10,0,0,495,410,80,45,35,20,20,0,20,99004.5895996094,1677.86027870901
431,35191138,3519038,Richmond Hill,455,440,15,15,0,0,0,0,0,445,265,180,100,80,55,55,0,20,83823.9619140625,1237.403363436
432,35190730,3519036,Markham,385,335,50,45,0,0,0,0,0,345,215,130,100,25,15,15,0,10,259512.208984375,2412.24989113056
433,35190508,3519038,Richmond Hill,1135,815,320,195,120,115,115,0,10,1095,455,645,330,310,155,155,0,150,795919.27734375,3863.93676297233
434,35190530,3519038,Richmond Hill,365,345,25,10,10,10,10,0,0,355,200,155,85,70,60,60,0,0,85141.2065429688,1229.9307475304
435,35190526,3519038,Richmond Hill,400,300,105,60,40,40,30,10,0,380,195,185,100,85,80,75,0,10,100205.096923828,1560.19585227214
436,35190485,3519038,Richmond Hill,340,295,40,15,25,0,0,0,25,335,210,120,45,80,45,45,0,35,72086.7326660156,1052.1815599163
437,35190484,3519038,Richmond Hill,1395,1295,105,60,40,25,25,0,15,1340,790,550,260,290,215,210,0,80,235002.330322266,3403.18412293107
438,35191126,3519028,Vaughan,650,650,0,0,10,0,0,0,0,630,585,50,40,10,10,10,0,0,176499.212890625,2274.10340274286
439,35191132,3519028,Vaughan,740,680,60,50,15,15,10,0,0,715,565,155,120,35,35,30,0,0,420507.532226563,3600.97532335732
440,35190785,3519049,King,355,335,25,10,10,15,15,0,0,335,280,50,15,35,35,30,0,0,336755.982666016,3162.58046021208
441,35190614,3519036,Markham,525,495,30,25,10,10,10,0,0,510,440,70,35,30,10,15,0,20,120675.223632813,1616.54651824977
442,35190595,3519036,Markham,535,495,35,10,35,10,10,0,25,515,380,135,70,70,20,15,10,55,148189.087890625,2628.70723157523
443,35190711,3519036,Markham,575,510,65,45,25,20,10,15,0,550,350,200,95,100,70,60,15,25,155695.370117188,1718.74484583412
444,35190459,3519038,Richmond Hill,1250,1040,210,80,135,105,100,0,30,1245,645,600,295,310,130,125,0,175,156792.297607422,1834.66893003568
445,35190458,3519038,Richmond Hill,900,790,115,20,90,75,75,0,10,905,595,305,155,145,125,130,0,20,111673.475585938,2143.86478055755
446,35191032,3519038,Richmond Hill,2490,2065,425,175,250,135,135,0,115,2415,1065,1350,535,820,495,480,15,330,716608.994628906,3593.99106990437
447,35191300,3519048,Newmarket,4595,4135,460,140,315,265,245,20,55,4290,2550,1740,615,1120,915,870,45,205,1126867.5793457,4720.31928453827
448,35190102,3519048,Newmarket,465,400,60,45,15,15,15,0,0,455,285,170,100,70,75,75,0,0,130082.353027344,1465.71552755452
449,35190899,3519048,Newmarket,390,300,85,65,25,30,25,0,0,380,175,205,95,115,110,95,15,0,129438.666259766,1630.00549270208
450,35190897,3519048,Newmarket,385,335,50,15,35,30,35,0,0,365,260,110,45,65,60,50,0,10,95829.2409667969,1399.28910175954
451,35191026,3519048,Newmarket,1055,915,140,70,75,70,70,0,0,995,540,460,180,275,260,260,0,15,174669.114257813,1790.85942492171
452,35190732,3519036,Markham,1040,995,45,25,25,25,20,0,0,990,700,290,170,120,115,120,0,0,359976.985351563,3707.94294213326
453,35191303,3519028,Vaughan,3395,3175,215,170,40,15,20,0,20,3245,2475,765,345,425,345,320,25,80,941299.954345703,3852.10295574146
454,35190818,3519028,Vaughan,540,505,30,0,20,10,10,0,15,515,380,140,55,80,60,60,0,20,151864.783447266,1571.13551457993
455,35190817,3519028,Vaughan,490,470,15,0,10,10,10,0,0,470,440,30,0,25,25,20,0,0,125115.774658203,1631.02280028863
456,35190877,3519046,Aurora,475,435,40,15,25,25,15,10,10,460,305,150,55,100,85,70,15,15,195548.896240234,2892.6850794381
457,35190995,3519048,Newmarket,295,280,20,0,15,15,20,0,0,295,240,55,10,50,50,55,0,0,71220.9016113281,1147.80317490051
458,35190603,3519036,Markham,265,255,15,10,0,10,0,0,10,260,230,30,10,25,10,10,0,20,55750.1162109375,1421.14226746783
459,35190684,3519036,Markham,400,395,0,0,0,0,0,0,0,385,330,55,45,0,0,0,0,0,58878.9780273438,1073.84214087844
460,35190683,3519036,Markham,605,560,45,30,15,15,15,0,0,580,465,110,70,40,20,20,0,15,73632.8291015625,1465.48171910314
461,35191140,3519038,Richmond Hill,550,435,120,40,75,50,45,0,30,550,295,255,90,165,100,100,0,70,95037.4177246094,1274.81519863546
462,35190477,3519038,Richmond Hill,415,410,10,0,0,0,0,0,0,405,285,120,45,70,45,40,10,25,92526.4494628906,1603.34635427425
463,35190476,3519038,Richmond Hill,530,460,70,15,55,45,45,0,0,510,355,155,45,115,75,55,20,35,68277.2045898438,1062.03090176911
464,35190725,3519036,Markham,370,365,0,0,0,0,0,0,0,355,295,65,15,50,45,45,0,10,150965.333251953,2060.70728167998
465,35190658,3519036,Markham,990,900,90,45,40,25,30,0,15,940,680,265,130,135,70,50,20,60,147673.586181641,3254.76705303972
466,35190043,3519070,Georgina,915,760,155,100,55,55,55,0,0,890,510,375,210,165,160,150,15,10,5761985.63720703,10177.5942676309
467,35190898,3519048,Newmarket,390,315,75,50,20,15,15,0,10,370,230,140,65,80,75,75,0,0,104230.249755859,1545.53580213262
468,35191162,3519049,King,400,390,20,10,10,10,10,0,0,395,320,75,20,50,50,45,0,0,25617907.2861328,24059.5985526425
469,35190529,3519038,Richmond Hill,585,495,85,65,25,25,25,0,0,560,370,195,95,100,80,70,10,25,118086.804443359,1694.98495930758
470,35190619,3519036,Markham,375,355,20,0,20,20,0,20,0,350,295,55,0,55,40,25,20,10,94845.5825195313,1527.2872676294
471,35190615,3519036,Markham,440,425,20,10,10,10,10,0,0,425,310,115,65,45,35,35,0,10,88455.8835449219,1228.31740491657
472,35190055,3519070,Georgina,555,485,70,25,50,50,30,15,0,530,320,205,75,130,130,120,10,0,197426.40625,2007.99997508238
473,35190613,3519036,Markham,300,295,10,10,10,0,0,0,0,295,250,40,25,15,15,10,0,0,57839.2529296875,1009.03872640548
474,35190689,3519036,Markham,370,360,10,0,15,15,15,0,0,345,255,90,25,65,55,60,0,10,52122.5893554688,1155.93131865775
475,35190692,3519036,Markham,630,585,50,25,25,15,15,0,10,615,505,110,40,70,20,20,0,50,70347.5434570313,1049.22141810579
476,35190620,3519036,Markham,920,880,35,15,20,15,15,0,10,905,795,110,45,65,50,40,15,15,288910.469970703,3067.06386101405
477,35190946,3519048,Newmarket,605,545,55,55,10,10,0,0,0,565,420,145,65,80,75,65,10,10,198492.848876953,2303.99498530256
478,35190004,3519070,Georgina,585,475,110,50,60,60,55,0,0,550,350,200,110,90,95,95,0,0,4915695.68310547,12156.6173845551
479,35191050,3519070,Georgina,1170,1015,155,90,60,65,65,0,0,1120,725,400,185,215,215,195,15,0,5217225.75268555,23642.8827139506
480,35190011,3519070,Georgina,340,305,35,10,25,25,25,0,0,330,265,70,20,50,45,40,10,0,5014377.14794922,9801.18130538506
481,35190525,3519038,Richmond Hill,430,290,140,60,85,30,30,0,55,415,180,235,80,155,40,40,0,115,131765.197265625,1514.84105626034
482,35190712,3519036,Markham,425,400,30,15,10,0,0,0,10,415,300,115,90,25,20,20,0,0,194830.65234375,2957.5940607739
483,35190660,3519036,Markham,245,225,25,20,0,0,0,0,0,235,105,135,105,30,15,10,0,15,21393.3813476563,641.434081287063
484,35190659,3519036,Markham,860,765,95,55,40,20,15,0,20,835,550,285,190,95,15,20,0,80,92034.6906738281,1783.97373853431
485,35190532,3519038,Richmond Hill,495,410,80,55,25,20,20,0,10,480,305,170,100,70,30,35,0,40,171356.446289063,1937.59670114922
486,35190527,3519038,Richmond Hill,575,480,100,45,55,30,30,0,30,560,365,195,110,90,45,45,0,45,93160.2150878906,1521.4493287323
487,35190528,3519038,Richmond Hill,380,340,35,25,10,15,10,0,0,350,165,185,40,150,110,105,10,35,71183.5725097656,1310.20914787624
488,35190457,3519038,Richmond Hill,360,295,60,30,30,35,30,0,0,340,245,100,55,40,30,30,0,10,59587.0275878906,1164.57592485654
489,35191101,3519038,Richmond Hill,360,325,35,35,0,0,0,0,0,330,220,115,70,45,45,45,0,0,36961.8586425781,840.268636092638
490,35191141,3519038,Richmond Hill,960,820,135,70,65,65,60,10,0,930,510,425,200,220,210,205,10,15,249202.325195313,1984.06341311633
491,35190604,3519036,Markham,565,530,35,40,0,0,0,0,0,540,410,130,75,55,20,20,0,35,159760.990234375,1749.98155055458
492,35190602,3519036,Markham,275,275,0,0,0,0,0,0,0,275,190,85,60,30,10,10,0,15,75378.9228515625,1989.09179610344
493,35190934,3519048,Newmarket,5535,4645,890,335,560,485,480,0,75,5255,1855,3400,1060,2335,1985,1955,30,350,2378235.75976563,7968.06610051484
494,35190688,3519036,Markham,575,430,145,100,50,25,25,0,25,550,370,180,75,105,50,35,15,55,87761.2224121094,2324.43908342905
495,35190690,3519036,Markham,595,585,0,0,0,10,0,0,10,580,520,60,15,45,30,30,0,15,131462.600830078,2026.97268083384
496,35190621,3519036,Markham,1145,1055,90,65,30,25,25,0,0,1095,740,355,260,100,75,70,10,25,306297.080810547,2958.04180402619
