OBJECTID,DAUID,CSDUID,CSDNAME,TOT_MOBILITY_STATUS_1YR_AGO,MS1_NON_MOVERS,MS1_MOVERS,MS1_NONMIGRANTS,MS1_MIGRANTS,MS1_INTERNAL_MIGRANTS,MS1_INTERNAL_INTRAPROV_MIGRANT,MS1_INTERNAL_INTERPROV_MIGRANT,MS1_EXTERNAL_MIGRANT,TOT_MOBILITY_STATUS_5YR_AGO,MS5_NON_MOVERS,MS5_MOVERS,MS5_NONMIGRANTS,MS5_MIGRANTS,MS5_INTERNAL_MIGRANTS,MS5_INTERNAL_INTRAPROV_MIGRANT,MS5_INTERNAL_INTERPROV_MIGRANT,MS5_EXTERNAL_MIGRANT,Shape__Area,Shape__Length
897,35190517,3519038,Richmond Hill,1170,1035,130,60,70,45,25,20,25,1130,855,280,120,165,110,105,10,50,287361.899902344,2760.96713434434
898,35190516,3519038,Richmond Hill,865,780,85,25,65,15,20,0,45,840,630,210,75,135,50,50,0,85,213060.817138672,2283.23417398328
899,35191254,3519028,Vaughan,950,860,90,70,15,20,15,0,0,895,595,300,190,115,90,95,0,15,121130.873046875,1442.55255297882
900,35191250,3519028,Vaughan,730,645,85,20,60,65,65,0,0,695,525,175,75,95,75,75,0,20,113042.133789063,2279.26880885116
901,35190418,3519036,Markham,420,405,15,10,0,0,0,0,0,420,340,80,30,50,25,25,0,20,104203.415527344,1584.58853660907
902,35190960,3519044,Whitchurch-Stouffville,615,575,40,35,10,0,0,0,0,600,325,275,145,125,100,100,0,20,3768938.84179688,8092.66663901875
903,35190963,3519044,Whitchurch-Stouffville,595,540,60,40,20,20,20,0,0,590,340,255,85,165,165,165,0,0,6513185.69360352,10946.7130734148
904,35190501,3519038,Richmond Hill,525,465,60,20,40,25,30,0,15,515,320,200,105,90,70,55,15,20,236605.601074219,2296.0302153242
905,35190767,3519044,Whitchurch-Stouffville,460,405,55,25,30,20,20,0,10,455,365,90,40,50,50,50,0,0,19380146.9555664,18411.9405226725
906,35190821,3519028,Vaughan,12550,11045,1505,955,545,490,490,0,55,11430,5350,6075,3935,2145,1745,1685,65,395,6453694.68432617,10385.1995467721
907,35190421,3519036,Markham,290,255,30,20,15,15,15,0,0,265,155,115,35,75,60,55,0,20,32766.6013183594,742.444864501721
908,35190420,3519036,Markham,900,855,45,35,10,0,0,0,10,855,600,255,160,90,65,65,0,30,1223705.16186523,6098.52904427933
909,35190935,3519048,Newmarket,1180,1145,35,10,25,25,25,0,10,1150,895,245,85,165,105,105,0,60,310518.143798828,2749.20167656793
910,35191063,3519028,Vaughan,1050,1000,50,25,25,20,20,0,10,1025,850,170,80,90,75,75,0,15,268935.781982422,5461.33185489884
911,35191304,3519038,Richmond Hill,9660,8510,1150,600,550,335,315,15,215,9240,5265,3975,2010,1965,1145,1105,45,820,7121864.79370117,12581.1329382806
912,35191298,3519028,Vaughan,3325,2845,490,270,220,150,145,10,65,3200,1490,1710,985,720,610,560,50,115,749885.592529297,4097.97772109857
913,35190552,3519038,Richmond Hill,260,235,30,25,0,0,0,0,0,245,190,55,0,50,30,30,0,15,61692.4819335938,1058.47441039517
914,35191113,3519036,Markham,685,675,10,10,0,0,0,0,0,650,580,65,15,55,55,50,0,0,95026.4477539063,1993.46340624835
915,35190700,3519036,Markham,7530,6945,585,285,300,200,180,20,105,7220,5025,2195,1185,1015,690,660,25,325,4125769.88598633,8943.37640913586
916,35190067,3519054,East Gwillimbury,695,630,70,15,55,55,55,0,0,675,520,160,25,130,130,125,0,0,21251938.3054199,24734.7915230693
917,35190405,3519036,Markham,710,635,75,50,30,15,10,0,15,675,505,170,110,60,0,0,0,55,160960.228515625,2059.74504022741
918,35190430,3519036,Markham,490,425,65,35,25,25,20,0,0,475,280,185,95,95,60,60,0,35,220605.295166016,2791.62828321685
919,35191348,3519028,Vaughan,335,335,0,0,0,0,0,0,0,325,275,45,15,30,25,15,10,0,47644.8889160156,971.628495440542
920,35191183,3519036,Markham,805,710,90,40,55,30,25,0,25,775,490,285,95,185,125,120,10,65,87892.7836914063,1765.79152605094
921,35190606,3519036,Markham,275,250,25,10,10,10,0,0,0,275,220,50,35,15,0,0,0,15,35679.251953125,938.801897979345
922,35190802,3519028,Vaughan,330,305,25,0,25,25,20,0,0,330,280,50,30,20,20,25,0,0,70399.3227539063,1461.95796567628
923,35191150,3519070,Georgina,395,350,40,35,10,10,10,0,0,365,300,65,30,35,30,30,0,10,8503788.14648438,12393.5410963628
924,35190738,3519036,Markham,210,155,50,40,10,0,0,0,10,210,130,85,45,40,0,0,0,35,46402.349609375,987.392188857994
925,35191268,3519028,Vaughan,225,215,10,0,10,10,10,0,0,215,205,10,0,10,10,10,0,10,46578.4965820313,865.902045386074
926,35190906,3519048,Newmarket,475,435,35,0,30,25,25,0,0,465,315,150,60,90,80,75,0,10,248995.257568359,2968.31113433868
927,35190912,3519048,Newmarket,320,290,30,15,15,10,0,10,0,320,260,60,20,40,35,35,0,0,215200.388671875,3299.46269655549
928,35190649,3519036,Markham,440,405,30,15,15,10,10,0,0,415,285,130,95,40,15,15,0,25,49153.1806640625,1172.29025178997
929,35190650,3519036,Markham,1565,1420,145,110,35,15,10,0,20,1510,1240,270,140,125,40,40,0,90,286470.046142578,4626.77855826129
930,35190054,3519070,Georgina,600,520,80,30,50,40,40,0,10,585,335,250,125,125,120,120,0,0,457785.931396484,9525.17137027932
931,35190196,3519028,Vaughan,645,625,20,15,10,0,0,10,10,640,540,100,40,60,60,60,0,0,183051.9296875,2891.09088869659
932,35190959,3519044,Whitchurch-Stouffville,670,620,50,10,40,45,40,0,0,650,500,150,60,95,95,95,0,0,5478613.88916016,10730.4516731069
933,35190593,3519036,Markham,240,220,20,20,0,0,0,0,0,240,185,55,50,0,0,0,0,10,102038.963623047,1707.40300934108
934,35191340,3519038,Richmond Hill,3285,2965,320,140,185,165,155,10,20,3155,1955,1195,430,760,470,450,20,290,1728576.33691406,5853.31681578982
935,35190423,3519036,Markham,830,750,85,55,25,15,15,0,10,805,585,220,120,100,80,80,10,20,667727.953613281,4975.06286022963
936,35191031,3519048,Newmarket,4845,4390,455,120,335,290,280,10,45,4580,2885,1695,560,1135,1015,985,30,120,3658319.40576172,7883.17554530353
937,35190259,3519028,Vaughan,1075,1040,30,0,25,20,25,0,10,1045,850,195,115,85,65,65,0,20,1814955.66796875,7095.27150406371
938,35191144,3519028,Vaughan,1545,1455,90,20,65,60,45,15,0,1445,1065,375,175,200,150,145,10,50,692172.692138672,4711.61827744453
939,35190957,3519048,Newmarket,930,855,70,25,45,50,45,0,0,910,665,240,100,135,130,115,20,0,341718.001464844,5388.12850941366
940,35190956,3519048,Newmarket,460,460,0,0,0,0,0,0,0,450,410,35,20,20,15,20,0,0,121272.060791016,1606.95808934609
941,35190419,3519036,Markham,205,205,0,0,10,0,0,0,0,210,205,10,0,0,0,0,0,0,63579.0651855469,1175.9444910965
942,35190017,3519070,Georgina,305,285,20,15,0,0,10,0,0,300,210,90,25,65,65,60,10,0,110737.965332031,1733.15055659806
943,35191096,3519070,Georgina,645,575,75,40,35,35,35,0,0,635,420,210,105,105,105,100,10,0,2064093.86669922,7933.6045402921
944,35190019,3519070,Georgina,590,565,25,20,10,10,10,0,0,565,325,240,100,145,145,145,0,0,462834.373291016,3156.75481971748
945,35190442,3519038,Richmond Hill,395,345,50,20,30,25,25,0,10,375,255,125,25,95,35,35,0,60,95846.4704589844,1384.74319358345
946,35190126,3519046,Aurora,445,385,55,30,25,30,25,0,0,425,315,115,50,65,65,55,10,0,114249.998535156,1760.20743235201
947,35190048,3519070,Georgina,680,635,50,30,15,20,20,0,0,640,490,150,95,55,60,45,10,0,156826.461181641,1682.43413843613
948,35191021,3519036,Markham,3660,3435,220,145,75,45,40,0,35,3530,2770,755,430,320,115,100,0,205,522452.405761719,3564.88147697115
949,35190030,3519070,Georgina,460,430,25,25,0,0,0,0,0,435,345,90,50,40,40,35,0,0,163038.624511719,2159.70877751812
950,35190031,3519070,Georgina,505,465,40,20,20,20,20,0,0,480,345,135,50,85,80,80,0,10,136271.893554688,1789.21099695893
951,35191208,3519036,Markham,410,390,20,10,0,0,0,0,0,395,250,140,55,90,70,55,15,15,94942.6760253906,1576.70474767434
952,35190155,3519046,Aurora,550,490,55,50,0,10,0,10,0,535,425,110,35,70,65,60,0,10,505783.982910156,2863.86111358906
953,35190834,3519038,Richmond Hill,415,375,40,25,20,10,0,0,10,390,285,110,65,40,20,25,0,20,113622.84765625,1364.04551646734
954,35190943,3519048,Newmarket,3850,3445,400,190,210,190,165,20,25,3725,2635,1090,365,720,630,615,20,95,2103052.08178711,9537.4215960871
955,35190944,3519048,Newmarket,355,330,25,15,15,0,0,0,0,345,285,60,20,40,35,30,0,10,95436.2197265625,1451.25914248502
956,35190746,3519036,Markham,365,270,95,65,25,25,30,0,0,345,235,110,75,30,30,25,0,10,53838.8986816406,1010.68067389183
957,35190056,3519070,Georgina,855,800,50,10,50,45,45,0,0,795,480,315,200,120,115,110,0,0,238744.298828125,2113.85026485445
958,35190057,3519070,Georgina,455,400,60,25,35,30,35,0,0,445,290,155,75,80,75,60,15,10,153581.733398438,1749.98297292776
959,35190295,3519028,Vaughan,315,315,0,0,0,0,0,0,0,310,255,55,35,15,15,10,0,0,46774.6381835938,1093.33104353395
960,35190761,3519036,Markham,945,800,145,90,55,30,25,0,30,910,650,260,80,180,85,50,35,95,312102.189697266,3856.69222902843
961,35190951,3519048,Newmarket,550,500,50,35,10,10,10,0,10,545,405,140,55,90,85,75,10,0,244192.752929688,2411.51797324171
962,35190500,3519038,Richmond Hill,610,460,145,60,85,55,55,0,35,590,285,305,105,200,135,110,25,65,222554.56640625,2081.24974205643
963,35190918,3519048,Newmarket,380,370,15,0,15,10,10,0,0,370,275,90,15,75,80,80,0,0,84669.9523925781,1450.82837572669
964,35190648,3519036,Markham,1270,1160,110,70,45,35,35,0,10,1210,730,480,200,275,105,95,10,170,212499.871337891,3626.99854022934
965,35190780,3519038,Richmond Hill,2800,2490,315,210,105,105,100,10,0,2675,1430,1240,775,465,385,350,35,80,1646077.67919922,8125.49437542816
966,35191191,3519036,Markham,650,580,75,45,30,15,15,0,15,640,460,180,85,95,50,50,0,45,89681.6201171875,1272.58093014368
967,35190283,3519028,Vaughan,1255,1190,70,40,35,20,20,0,10,1235,930,305,160,150,100,70,30,45,308446.228271484,2440.6099674883
968,35191002,3519028,Vaughan,1710,1485,225,115,115,105,95,10,10,1635,885,750,455,300,250,240,15,45,876038.287353516,5622.89796366444
969,35191057,3519028,Vaughan,950,905,40,35,10,0,0,0,0,915,675,240,140,100,70,65,10,30,97873.8959960938,2468.43904488385
970,35190365,3519028,Vaughan,255,250,15,0,10,0,0,0,10,220,145,75,20,55,20,20,0,30,25098.2521972656,630.004095460297
971,35190364,3519028,Vaughan,720,655,60,25,35,20,10,10,10,640,465,180,95,75,40,35,0,40,101888.680908203,1475.44181775049
972,35190870,3519046,Aurora,1925,1585,340,160,185,180,175,0,10,1855,950,910,360,550,480,480,0,70,2145530.61425781,7892.31583413765
973,35190973,3519044,Whitchurch-Stouffville,495,460,35,15,20,15,15,0,0,460,325,140,70,65,65,70,0,0,186899.125,2477.11110886277
974,35190976,3519044,Whitchurch-Stouffville,490,450,40,10,30,25,25,0,0,465,360,100,35,65,65,65,0,0,157167.154785156,1955.75676756082
975,35190948,3519048,Newmarket,955,830,125,15,115,110,110,0,0,930,590,340,135,210,165,165,0,40,429091.956542969,4820.16890569276
976,35190197,3519028,Vaughan,375,355,25,0,20,0,0,0,15,355,340,15,10,15,0,0,0,10,78948.1674804688,1279.19085843185
977,35191003,3519028,Vaughan,1055,1020,35,20,20,15,15,0,0,1010,880,130,85,50,45,40,0,0,458065.001464844,6050.92565512373
978,35190202,3519028,Vaughan,575,555,20,10,10,10,0,0,0,575,475,100,50,55,35,35,0,20,112876.322021484,1452.01234366392
979,35191006,3519028,Vaughan,570,490,75,30,50,45,45,0,0,540,410,125,40,90,85,85,0,0,120507.400390625,1722.59578153951
980,35191007,3519028,Vaughan,320,315,0,0,0,0,0,0,0,315,250,70,55,10,10,10,0,0,76078.5959472656,1433.12694809124
981,35190687,3519036,Markham,455,410,50,25,25,10,0,0,20,410,285,130,65,70,35,20,15,35,31491.8276367188,832.135388073256
982,35190192,3519028,Vaughan,4805,3360,1445,705,740,660,640,15,85,4445,925,3525,1925,1605,1360,1340,25,240,18029511.7529297,17257.310669521
983,35191035,3519038,Richmond Hill,960,915,45,25,25,10,15,0,10,935,700,235,115,120,80,80,0,45,458810.483154297,3532.91261157648
984,35190885,3519048,Newmarket,430,410,20,20,0,0,0,0,0,400,235,165,125,40,30,35,0,10,226513.582275391,1923.12899163599
985,35190113,3519048,Newmarket,440,370,70,10,60,55,55,0,0,430,340,90,10,85,85,85,0,0,339315.125488281,2497.43118669332
986,35190629,3519036,Markham,485,470,20,10,10,0,10,0,0,480,340,150,55,90,65,50,10,35,211224.293212891,3384.03482035223
987,35190294,3519028,Vaughan,495,475,20,0,25,25,20,0,0,495,455,40,25,10,10,10,10,0,180485.099853516,2489.43736429361
988,35190292,3519028,Vaughan,280,245,35,30,10,0,0,0,0,275,220,55,50,10,0,0,0,10,89029.9621582031,1783.72130143916
989,35190293,3519028,Vaughan,495,480,20,10,0,0,0,0,10,470,385,85,30,55,35,35,0,25,90017.7199707031,1512.59983960892
990,35190878,3519046,Aurora,420,385,40,35,10,0,10,0,0,410,300,115,45,70,60,65,0,10,81407.1760253906,1337.0144805828
991,35190965,3519044,Whitchurch-Stouffville,605,495,110,90,20,20,20,0,0,585,360,230,120,115,100,95,0,10,4371484.61035156,9362.17402265787
992,35191129,3519028,Vaughan,460,460,0,0,0,0,0,0,0,445,385,60,40,15,10,10,0,10,265130.880371094,3212.74618483286
993,35190971,3519044,Whitchurch-Stouffville,525,475,50,0,45,45,45,0,0,505,385,115,55,60,60,60,0,0,169698.978271484,2377.76166652274
994,35190932,3519048,Newmarket,485,410,80,40,35,35,30,10,0,450,230,215,55,160,110,95,15,50,75561.0595703125,1103.56163926055
995,35190933,3519048,Newmarket,405,390,15,15,10,0,0,0,0,405,380,25,10,20,10,10,0,10,2004818.80786133,6991.62854373702
996,35190931,3519048,Newmarket,2010,1830,180,65,115,100,100,0,15,1935,1280,655,365,290,255,235,20,30,1183459.90209961,8401.57558210505
997,35190947,3519048,Newmarket,540,485,65,30,30,30,30,0,0,525,365,160,35,130,70,70,0,60,263570.867675781,2612.66535936482
998,35190133,3519046,Aurora,380,335,50,20,30,30,30,0,0,370,165,205,75,130,120,115,10,10,78998.6794433594,1218.07621662789
999,35190782,3519028,Vaughan,410,345,65,25,45,40,35,10,0,395,260,135,85,50,10,0,0,40,8513021.47802734,14230.9865656899
1000,35190474,3519038,Richmond Hill,530,415,110,85,25,25,15,10,0,525,355,170,65,105,10,10,0,85,84840.0339355469,1267.06823095363
1001,35190470,3519038,Richmond Hill,545,530,15,15,0,0,0,0,0,545,420,125,85,45,30,30,0,10,288612.327880859,3267.40286527618
1002,35190656,3519036,Markham,795,725,65,60,15,10,10,0,0,745,615,135,65,70,35,30,0,35,89408.7199707031,1215.94127992508
1003,35190336,3519028,Vaughan,460,390,70,15,60,45,45,0,15,435,305,135,25,110,60,65,0,45,236087.44921875,3565.33112768907
1004,35190835,3519038,Richmond Hill,1135,1050,90,30,55,45,40,0,15,1080,830,250,110,140,65,65,0,75,492975.450439453,3148.18355456021
1005,35190059,3519070,Georgina,315,280,35,15,25,20,20,0,0,305,220,85,55,30,25,30,0,0,98786.6809082031,1515.32520864294
1006,35191160,3519049,King,435,430,10,0,0,10,0,0,0,435,385,45,25,20,15,15,0,10,29281517.4667969,27671.4337105659
1007,35190179,3519049,King,385,375,10,0,10,10,10,0,0,370,315,50,35,20,20,20,0,0,3117818.15820313,7558.09672538834
1008,35190607,3519036,Markham,1220,1050,170,130,40,25,20,0,15,1195,800,395,255,140,110,105,10,30,369389.4296875,2497.17806481299
1009,35191152,3519070,Georgina,465,410,50,20,30,30,30,0,0,440,305,135,75,60,65,65,0,0,23952604.7004395,22599.3999964079
1010,35191022,3519036,Markham,1540,1395,145,60,85,10,10,0,75,1515,1120,395,185,210,115,110,0,100,358113.340820313,3487.82939820014
1011,35190587,3519036,Markham,750,685,70,25,45,0,0,0,45,740,560,180,70,110,50,50,0,55,231598.251464844,1989.82524123437
1012,35191143,3519036,Markham,385,355,25,15,15,0,10,0,10,370,300,70,35,35,20,20,0,15,67239.4460449219,1160.60657413977
1013,35191087,3519036,Markham,1020,975,50,40,0,0,0,0,0,980,755,225,145,80,35,40,0,40,140311.67578125,1499.89216248353
1014,35190332,3519028,Vaughan,1410,1310,95,25,75,65,65,0,10,1340,980,365,180,185,90,70,20,95,421958.636230469,2655.62181875854
1015,35190301,3519028,Vaughan,835,820,20,20,0,0,0,0,0,785,550,235,205,30,15,15,0,20,188854.697021484,2347.90977462944
1016,35190297,3519028,Vaughan,930,800,130,75,55,55,55,0,0,890,615,270,160,110,65,60,0,45,117189.555664063,2574.50266408714
1017,35191054,3519028,Vaughan,360,335,20,0,15,15,20,0,0,350,280,70,30,40,35,35,0,0,112010.513183594,1640.65826911849
1018,35190779,3519038,Richmond Hill,720,640,80,30,50,35,35,10,10,695,435,260,170,90,65,65,0,25,484733.508789063,3298.46818106834
1019,35190831,3519038,Richmond Hill,340,335,0,0,0,0,0,0,0,330,215,120,65,55,30,30,0,20,341846.227050781,2889.09141744832
1020,35190804,3519028,Vaughan,970,895,75,50,25,25,25,0,0,940,780,160,100,55,60,55,0,0,263008.46484375,4446.58442472268
1021,35190154,3519046,Aurora,825,700,130,0,125,115,115,0,10,805,615,190,10,175,145,145,0,35,328269.680419922,3797.40351819227
1022,35190999,3519046,Aurora,465,425,40,10,30,30,30,0,0,465,260,210,85,125,105,100,0,20,212294.685302734,2161.83871144824
1023,35190195,3519028,Vaughan,525,460,65,15,45,10,15,0,35,505,375,130,50,80,40,40,0,40,124793.892089844,1682.11249594734
1024,35191270,3519028,Vaughan,840,775,65,10,60,55,55,0,10,805,595,210,90,120,75,80,0,45,485041.210449219,3301.90984628335
1025,35191269,3519028,Vaughan,285,280,0,0,0,0,0,0,0,280,230,40,35,0,10,10,0,0,52084.9748535156,880.517526116801
1026,35191266,3519028,Vaughan,465,440,20,20,0,0,0,0,0,435,345,85,20,60,60,65,0,0,75458.5129394531,1193.69339787342
1027,35190967,3519044,Whitchurch-Stouffville,515,480,35,0,35,35,35,0,0,495,360,135,25,105,90,80,10,15,11007677.6628418,14745.6930992015
1028,35190958,3519044,Whitchurch-Stouffville,640,605,35,0,40,40,35,0,0,630,370,260,105,160,150,150,0,10,12738262.9682617,17596.6884128923
1029,35190460,3519038,Richmond Hill,350,340,10,10,0,0,0,0,0,340,240,100,80,20,15,15,0,0,239446.342041016,2286.08233193736
1030,35191047,3519038,Richmond Hill,1390,1180,210,85,120,85,85,0,35,1375,830,540,260,285,215,215,0,70,98615.2407226563,1374.42971574137
1031,35190465,3519038,Richmond Hill,405,355,50,15,40,20,10,0,20,395,265,135,45,85,20,25,0,60,108488.818603516,2056.35688960303
1032,35190426,3519036,Markham,620,565,55,30,25,10,0,0,20,620,445,175,70,105,35,20,15,70,578281.017333984,3651.0124609679
1033,35191272,3519036,Markham,915,860,60,50,10,10,0,0,10,855,590,270,190,80,55,60,0,20,135218.795410156,1482.1810293114
1034,35191275,3519036,Markham,420,405,20,0,20,0,0,0,20,405,325,80,60,25,10,0,0,15,100216.842285156,1345.47773532861
1035,35190953,3519048,Newmarket,970,770,200,115,80,80,85,0,0,930,550,380,125,255,210,205,0,50,209389.702148438,3525.21791537887
1036,35190954,3519048,Newmarket,405,335,70,35,35,30,30,0,0,385,165,215,90,125,130,125,0,0,105867.876953125,1827.54075580791
1037,35191197,3519036,Markham,640,580,60,25,35,20,20,0,10,620,485,140,40,100,50,50,0,50,118776.552734375,1633.99124937219
1038,35190260,3519028,Vaughan,1405,985,420,280,135,130,115,15,10,1370,600,770,460,315,255,235,20,55,2075220.40771484,6066.59967111104
1039,35191016,3519028,Vaughan,1520,1425,100,60,35,20,20,0,20,1495,1170,325,220,105,60,60,0,45,642756.559082031,4419.95619541123
1040,35190205,3519028,Vaughan,335,330,10,0,10,10,10,0,0,330,305,30,0,30,25,25,0,10,56751.7043457031,1041.59742356773
1041,35191267,3519028,Vaughan,1945,1825,120,50,65,60,65,0,0,1775,1395,385,155,225,175,170,10,55,736042.833496094,7115.92623529295
1042,35190924,3519048,Newmarket,500,405,95,35,60,40,45,0,20,470,295,175,70,105,85,65,15,20,373736.12109375,3330.74776251038
1043,35190926,3519048,Newmarket,420,370,45,15,35,35,40,0,0,395,240,155,80,75,65,65,10,10,227153.299560547,2092.36549583421
1044,35191151,3519070,Georgina,495,475,25,0,25,25,25,0,0,455,340,115,75,35,35,30,10,0,27124440.7216797,23855.5664020706
1045,35190431,3519036,Markham,325,285,35,20,20,20,15,0,10,325,270,60,15,40,35,35,10,10,116107.191894531,1740.60745918458
1046,35190016,3519070,Georgina,200,180,25,0,15,20,20,0,0,195,105,90,30,60,60,60,0,0,224746.624511719,2872.30537616409
1047,35191040,3519038,Richmond Hill,6545,6035,505,205,295,140,140,0,160,6405,4660,1745,505,1245,615,565,55,625,1231461.43554688,5476.43175744834
1048,35191039,3519038,Richmond Hill,4045,3700,345,165,180,95,80,10,85,3895,2960,935,325,615,225,185,40,395,857328.974609375,4754.37568934901
1049,35191038,3519038,Richmond Hill,7000,6420,580,225,360,215,180,35,140,6690,4730,1955,890,1070,645,580,65,420,3484201.88891602,9829.29556109736
1050,35190612,3519036,Markham,585,510,75,10,65,55,40,15,10,570,420,145,90,60,50,35,15,10,260095.050537109,3853.30709528086
1051,35191179,3519036,Markham,510,500,15,0,15,0,10,0,10,480,325,155,20,130,65,65,0,65,71996.8879394531,1080.06439617241
1052,35190839,3519038,Richmond Hill,775,735,45,10,40,15,15,0,25,750,575,185,80,100,70,70,0,35,281419.166992188,3698.45437438334
1053,35190110,3519048,Newmarket,475,445,20,0,25,25,25,0,0,430,260,175,95,80,65,65,0,15,175939.767333984,1707.98469928324
1054,35190404,3519036,Markham,325,325,0,0,0,0,0,0,0,315,300,10,10,10,10,0,0,0,71779.1672363281,1153.97340694874
1055,35190414,3519036,Markham,520,485,35,10,25,15,20,0,10,490,400,95,25,65,60,55,0,10,130042.844970703,1805.19870398963
1056,35190153,3519046,Aurora,1070,925,145,45,100,100,80,20,0,1055,740,315,125,195,155,135,20,35,692776.320556641,6704.58407176897
1057,35190577,3519036,Markham,515,465,50,25,20,0,0,0,15,505,400,105,70,35,10,10,10,20,173288.823486328,2240.5565330064
1058,35190152,3519046,Aurora,500,470,30,0,30,30,30,0,0,500,415,85,45,40,40,40,0,10,176169.038085938,1942.08871299537
1059,35190062,3519070,Georgina,600,480,115,45,75,75,75,0,0,575,370,205,55,150,145,140,10,0,193048.580078125,2229.79315000362
1060,35190583,3519036,Markham,375,310,60,55,0,0,0,0,0,350,220,130,85,45,25,25,0,25,117583.864257813,1589.12514646378
1061,35190585,3519036,Markham,1240,1130,110,70,50,15,10,0,35,1205,865,340,155,190,45,45,0,140,822310.891845703,6011.34520393703
1062,35190936,3519048,Newmarket,440,405,30,30,0,0,0,0,0,420,280,140,90,50,40,30,10,10,87842.7839355469,1167.08868078701
1063,35191363,3519038,Richmond Hill,7440,6800,640,310,335,260,245,10,70,6970,4220,2750,1410,1345,1010,990,30,330,3598771.53076172,8336.819420429
1064,35190427,3519036,Markham,400,350,50,45,10,0,0,0,10,395,310,80,50,30,15,0,20,10,254926.017089844,2553.05600623167
1065,35190974,3519044,Whitchurch-Stouffville,355,350,0,0,10,10,10,10,0,325,225,100,15,80,80,70,0,0,158521.825683594,2494.94899257024
1066,35190417,3519036,Markham,465,425,35,0,30,35,20,10,0,455,255,195,60,135,105,105,0,30,83629.896484375,1930.44936743611
1067,35190752,3519036,Markham,755,735,25,0,20,15,15,0,10,750,625,125,85,40,15,10,0,30,323109.279541016,3305.37921783256
1068,35190469,3519038,Richmond Hill,400,385,20,10,10,10,10,0,0,375,265,115,65,50,40,40,0,10,177184.936523438,1977.36934948608
1069,35190468,3519038,Richmond Hill,315,305,10,10,10,10,0,0,0,300,240,60,10,45,35,30,0,15,165595.850585938,1859.39699865614
1070,35190467,3519038,Richmond Hill,685,605,75,25,50,35,35,0,15,675,450,225,95,130,80,70,0,55,309631.757324219,2227.97208314382
1071,35190472,3519038,Richmond Hill,425,400,30,20,10,0,0,0,10,420,255,165,65,105,50,50,0,55,64038.3955078125,1369.50499137615
1072,35190949,3519044,Whitchurch-Stouffville,390,380,10,0,10,10,10,0,0,380,220,160,65,95,95,95,0,10,13053479.5900879,14561.6148606926
1073,35190797,3519028,Vaughan,1115,990,125,40,80,75,70,10,10,1095,730,365,210,150,135,135,0,20,218180.216796875,2522.19925744169
1074,35190941,3519048,Newmarket,395,330,60,30,30,30,30,0,0,375,210,170,100,65,55,55,0,10,192722.000488281,2270.95344865581
1075,35190805,3519028,Vaughan,625,620,10,0,10,10,10,0,0,625,530,95,65,30,25,25,0,0,166341.619384766,2281.11581708233
1076,35190800,3519028,Vaughan,725,680,50,25,20,10,10,0,10,715,605,115,90,25,20,20,0,0,341133.928222656,2597.30178339088
1077,35190829,3519038,Richmond Hill,455,435,20,15,10,0,0,0,0,455,335,120,70,55,55,50,0,0,211172.333984375,2052.70342303852
1078,35190832,3519038,Richmond Hill,450,430,20,10,10,10,10,0,0,440,305,130,110,25,10,10,0,15,167481.584716797,1744.04993772015
1079,35190109,3519048,Newmarket,425,370,55,35,15,15,15,0,0,425,270,160,75,85,70,75,0,10,329366.655517578,2445.19091618661
1080,35191279,3519036,Markham,1625,1490,135,105,30,30,25,0,10,1525,1110,415,170,245,170,170,0,75,300983.747070313,2964.91080984984
1081,35190589,3519036,Markham,450,395,55,35,25,0,0,0,20,425,270,155,65,90,50,45,0,40,172579.463378906,1921.53318415295
1082,35190972,3519044,Whitchurch-Stouffville,395,365,35,30,0,10,0,10,0,385,295,90,40,50,45,40,10,10,155697.764892578,1779.45620690642
1083,35190183,3519028,Vaughan,720,665,45,30,20,20,20,0,0,680,405,280,215,65,40,40,0,25,5947512.59423828,9703.96838206162
1084,35191177,3519036,Markham,585,525,60,35,25,25,15,0,0,550,340,210,110,95,55,45,0,40,66384.8908691406,1399.87353590793
1085,35190736,3519036,Markham,690,530,160,130,30,10,10,0,25,665,495,170,55,110,35,40,0,75,142611.094970703,2402.66580497982
1086,35190908,3519048,Newmarket,590,565,25,25,10,0,0,0,0,545,455,95,50,45,45,45,0,0,200969.447753906,2077.90538748966
1087,35190698,3519036,Markham,6590,5830,760,390,370,270,270,0,105,6250,4195,2050,1150,895,500,480,25,395,1278748.31347656,4684.87631672503
1088,35190111,3519048,Newmarket,705,645,60,15,45,45,45,0,0,685,440,235,135,100,95,90,0,10,489429.151367188,3716.97653047929
1089,35190567,3519036,Markham,280,270,10,0,10,10,10,0,10,275,225,55,35,20,10,10,0,10,127186.491699219,1427.55346202078
1090,35191182,3519036,Markham,585,520,70,45,20,10,0,0,20,565,345,215,135,75,25,25,0,55,74989.9509277344,1602.95765437249
1091,35190448,3519038,Richmond Hill,945,905,40,15,20,0,0,0,20,930,750,180,75,105,35,15,15,70,227964.634521484,2646.35046652276
1092,35191223,3519038,Richmond Hill,405,390,15,0,15,0,0,0,15,405,320,85,50,35,20,25,0,15,120963.033691406,1402.978694755
1093,35191222,3519038,Richmond Hill,340,320,20,0,20,15,15,0,10,345,220,120,70,60,35,30,0,25,108405.236816406,1710.31198261689
1094,35191221,3519038,Richmond Hill,435,390,45,30,10,0,0,0,10,415,310,105,60,50,25,30,0,20,234081.399902344,2352.81749162991
